sample_idx,avg_iou,pred_x1,pred_y1,pred_x2,pred_y2,gt_x1,gt_y1,gt_x2,gt_y2,pred_area,gt_area,size_ratio,error_type
258,0.8400639414787292,0.5115846395492554,0.28590595722198486,0.8265689611434937,0.7555168867111206,0.5118640661239624,0.30371779203414917,0.8542078137397766,0.7769083380699158,0.14792008697986603,0.1619938313961029,0.9131217263339853,good
259,0.8373844981193542,0.5140545964241028,0.28719988465309143,0.8256130218505859,0.7563393115997314,0.5118640661239624,0.30332639813423157,0.8542078137397766,0.7769083380699158,0.14616434276103973,0.16212782263755798,0.9015376903432231,good
260,0.8366690754890442,0.5154250264167786,0.28923702239990234,0.8250778913497925,0.7568202018737793,0.5118640661239624,0.30332639813423157,0.8542078137397766,0.7769083380699158,0.1447884738445282,0.16212782263755798,0.8930513682911017,good
261,0.834997296333313,0.51893150806427,0.2909785211086273,0.8250476121902466,0.7557920813560486,0.5118640661239624,0.30332639813423157,0.8542078137397766,0.7769083380699158,0.14228691160678864,0.16212782263755798,0.8776218004535573,good
262,0.823791217803955,0.5209131240844727,0.29436469078063965,0.8227118253707886,0.753237247467041,0.5118640661239624,0.30332639813423157,0.8542078137397766,0.7769083380699158,0.13848714530467987,0.16212782263755798,0.8541849452593487,good
263,0.8046804666519165,0.5204511284828186,0.2977535128593445,0.8147699236869812,0.7620647549629211,0.5118640661239624,0.30332639813423157,0.8542078137397766,0.7769083380699158,0.1366555243730545,0.16212782263755798,0.8428875571748865,good
85,0.7976628422737122,0.21412594616413116,0.22115282714366913,0.8719720840454102,0.8126338720321655,0.26671984791755676,0.24552416801452637,0.8899296522140503,0.8544756174087524,0.3891035318374634,0.379504531621933,1.0252935061789803,good
542,0.7974641919136047,0.1698172688484192,0.19644489884376526,0.695379376411438,0.8226646184921265,0.12259452044963837,0.18940554559230804,0.7039461135864258,0.854486346244812,0.3291173577308655,0.38664576411247253,0.8512115954156103,good
562,0.7894945979118347,0.2789101302623749,0.2893267273902893,0.6621288061141968,0.869540810585022,0.22816219925880432,0.25513526797294617,0.6539595723152161,0.8745940923690796,0.2223488688468933,0.2637639343738556,0.8429843502855053,good
87,0.7883289456367493,0.24282272160053253,0.22654063999652863,0.8360560536384583,0.8724321126937866,0.2872920334339142,0.28797945380210876,0.8433186411857605,0.8867011070251465,0.3831643760204315,0.3329051434993744,1.1509716311161517,good
583,0.7858516812324524,0.33719301223754883,0.17214469611644745,0.7652275562286377,0.8888071179389954,0.2889731228351593,0.13189193606376648,0.7623243927955627,0.8739455342292786,0.30675625801086426,0.351252019405365,0.873322404039619,good
543,0.7852243661880494,0.16363702714443207,0.20760074257850647,0.7198934555053711,0.825667679309845,0.1075134426355362,0.19805416464805603,0.7089325189590454,0.8683244585990906,0.34380367398262024,0.40311336517333984,0.8528709382651793,good
86,0.7848515272140503,0.22908735275268555,0.22208377718925476,0.8437548875808716,0.8399847149848938,0.28124985098838806,0.2639383375644684,0.868925929069519,0.8685421943664551,0.3798036575317383,0.35531121492385864,1.068932365709673,good
563,0.7826053977012635,0.28955402970314026,0.29209765791893005,0.6776059865951538,0.8629118204116821,0.23825672268867493,0.2575133442878723,0.6708648204803467,0.874594509601593,0.2215055376291275,0.26695430278778076,0.829750767513257,good
264,0.7818567752838135,0.5177304744720459,0.2981228232383728,0.8073679804801941,0.7750464081764221,0.5118640661239624,0.30332639813423157,0.8542078137397766,0.7769083380699158,0.13813495635986328,0.16212782263755798,0.8520126534275888,good
